priority,action,exceptionCandidate,supplier,supplierCode,category,seoMode,rrp,sku,sourceUid,suggestedFilenameSku,suggestedFilenameSourceUid,title,slug,sourceUrl,mainImageUrl,reason
P1,Source real supplier image before launch,no,Exhaust Systems Australia,esa,exhaust-pipes-tips,rich,455.00,nissan-patrol-y61-gu-4-8l-cat-assy-use-with-eh148,ESA_nissan-patrol-y61-gu-4-8l-cat-assy-use-with-eh148,nissan-patrol-y61-gu-4-8l-cat-assy-use-with-eh148.png,ESA_nissan-patrol-y61-gu-4-8l-cat-assy-use-with-eh148.png,NISSAN PATROL Y61 GU 4.8L CAT ASSY USE WITH EH148,nissan-patrol-y61-gu-4-8l-cat-assy-use-with-eh148,https://exhaustsystemsaustralia.com.au/products/nissan-patrol-y61-gu-4-8l-cat-assy-use-with-eh148,,No matched ZIP image candidate or usable remote image URL
P1,Source real supplier image before launch,no,Exhaust Systems Australia,esa,exhaust-pipes-tips,rich,200.00,holden-commodore-ve-ute-twin-rear-2-1-2-j-pipe-kit-rhs-with-typ083-tip,ESA_holden-commodore-ve-ute-twin-rear-2-1-2-j-pipe-kit-rhs-with-typ083-tip,holden-commodore-ve-ute-twin-rear-2-1-2-j-pipe-kit-rhs-with-typ083-tip.png,ESA_holden-commodore-ve-ute-twin-rear-2-1-2-j-pipe-kit-rhs-with-typ083-tip.png,"HOLDEN COMMODORE VE UTE TWIN REAR 2 1/2"" J-PIPE KIT RHS WITH TYP083 TIP",holden-commodore-ve-ute-twin-rear-2-1-2-j-pipe-kit-rhs-with-typ083-tip,https://exhaustsystemsaustralia.com.au/products/holden-commodore-ve-ute-twin-rear-2-1-2-j-pipe-kit-rhs-with-typ083-tip,,No matched ZIP image candidate or usable remote image URL
